Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8649493804,1DL6531,MD,PAS,2019-07-05T00:00:00.000,31,4DSD,NS/OT,T,34730,10510,10610,20200988.0,0018,18,18,365357,T106,P,0347P,,NY,O,129,W 48th St,,0,408,H1,, YYYYY,0700A,0600P,WHITE,,0,,0,11,,,,
8608197601,HYK4979,NY,PAS,2019-09-28T00:00:00.000,38,SUBN,HONDA,T,77150,28740,53720,20200313.0,0047,47,47,370280,T201,J,0954A,,BX,O,4376,White Plains Rd,,0,408,I4,, YYYYYY,0830A,0700P,GY,,2018,,0,18,,,,
4668376280,EKV9229,NY,PAS,2019-10-08T00:00:00.000,36,4DSD,TOYOT,V,0,0,0,0E-8,,0,0,0,,,1233P,,BK,,,WB SEAVIEW AVE @ E 1,04TH ST,0,1180,B,T,,,,WH,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8747114228,HVY4184,NY,PAS,2019-07-20T00:00:00.000,14,SUBN,TOYOT,T,15640,35780,8890,20191009.0,115,115,115,357759,T401,U,1142A,,Q,F,37-56,74th St,,0,408,K2,,YYYYYYY,,,RD,,2017,,0,41,,,,
8729137410,FWJ6371,NY,PAS,2019-09-20T00:00:00.000,21,SUBN,HONDA,T,24730,93230,31530,20200119.0,0088,88,88,359609,T301,H,1201P,,K,F,237,Carlton Ave,,0,408,D1,,     Y,1130A,0100P,BK,,2009,,0,SPCL,,,,
8751055764,ETU7721,NY,PAS,2019-07-08T00:00:00.000,71,2DSD,MINI,T,5530,5680,5780,20191008.0,0078,78,78,367400,T302,B,1209P,,K,O,451,4th St,,0,408,D1,,YYYYYYY,,,YW,,2009,,0,59,,,,
8728175463,JHE5521,NY,PAS,2019-08-29T00:00:00.000,9,4DSD,HYUND,T,34550,10810,0,20210424.0,0014,14,14,367865,T106,J,0516P,,NY,X,,W 39th St,8th Ave,0,408,E1,,YYYYYYY,,,RD,,2016,,0,99,,,,
8752748546,JFJ8434,NY,PAS,2019-10-05T00:00:00.000,53,4DSD,FORD,T,0,40404,40404,20210311.0,0032,32,32,354084,T103,L,0709A,,NY,O,2505,Adam Clayton Powell,,0,408,F6,,YYYYYYY,,,GY,,2018,,0,M,,,,
8765603011,HYA3921,NY,PAS,2019-08-08T00:00:00.000,40,SUBN,ACURA,T,29150,52875,20950,20200411.0,121,121,121,368581,T303,E,0321P,,R,F,1361,Forest Ave,,0,408,J3,,YYYYYYY,,,GY,,2015,,0,09-P,,,,
8723329919,T766083C,NY,OMT,2019-08-05T00:00:00.000,14,4DSD,TOYOT,T,5430,9030,9080,20190831.0,0072,72,72,357747,T302,C,1043A,,K,O,4922,4th Ave,,0,408,J3,,YYYYYYY,,,BK,,2018,,0,49,,,,
8644789041,2160PRA,MN,PAS,2019-07-25T00:00:00.000,47,REFG,FRUEH,T,25390,17530,17550,20200288.0,0013,13,13,356350,MTTF,C,0903A,,NY,F,76,Madison Ave,,0,408,C,, YYYYYY,0700A,0700P,WHITE,,0,,0,14,,,,
8774410441,37231MM,NY,COM,2019-09-27T00:00:00.000,20,VAN,SUBAR,T,21740,23790,23090,20201130.0,0006,6,6,366539,T101,F,0848A,,NY,F,108-106,Greenwich Ave,,0,408,C,, YYYYYY,0800A,0600P,BL,,2019,,0,45,,,,
8735474117,HBG4024,NY,PAS,2019-07-12T00:00:00.000,20,SUBN,FORD,T,60810,22120,22140,20191228.0,106,106,106,367946,T402,P,0102P,,Q,F,133-21,Rockaway Blvd,,0,408,J6,,YYYYYYY,,,WH,,0,,0,W,,,,
4663029280,BN04365,PA,PAS,2019-08-15T00:00:00.000,36,BUS,VANHO,V,0,0,0,0E-8,,0,0,0,,,0700P,,BX,,,EB E GUN HILL RD @ T,IEMANN AVE,0,1180,B,T,,,,,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8722096565,JAU5548,NY,PAS,2019-10-25T00:00:00.000,20,2DSD,ME/BE,T,17570,24890,10210,20200823.0,0013,13,13,369626,T102,M,0340P,,NY,F,137,E 29th St,,0,408,F4,, YYYYY,0800A,0600P,BK,,2018,,0,25,,,,
4668946552,AW7439,NY,PSD,2019-10-10T00:00:00.000,36,SUBN,FORD,V,0,0,0,0E-8,,0,0,0,,,0349P,,BK,,,EB LINDEN BLVD @ HEM,LOCK ST,0,1180,B,T,,,,BK,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8768850931,XENJ85,NJ,PAS,2019-06-27T00:00:00.000,48,DELV,HIN,T,18630,63030,93230,88880088.0,0079,79,79,357082,T301,I,0903A,,K,F,896,Bedford Ave,,0,408,D1,,YYYYYYY,,,WHITE,,0,,0,A,,,,
5107454264,JHG2596,NY,PAS,2019-07-18T00:00:00.000,7,4DSD,HONDA,V,0,0,0,0E-8,,0,0,0,,,0716A,,BK,,,EASTERN PKWY (W/B) @, HOWARD AVE,0,1111,D,T,,,,WH,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
1462969227,64901JS,NY,COM,2019-10-09T00:00:00.000,18,DELV,FRUEH,P,10110,17470,17490,0E-8,0013,13,401,946294,0401,0000,0951A,,NY,F,423,2ND AVE,,0,408,F4,,YYYYYBB,0700A,1000A,WHITE,0,2004,-,0,,,,,
5107328593,T656142C,NY,OMT,2019-07-10T00:00:00.000,7,4DSD,TOYOT,V,0,0,0,0E-8,,0,0,0,,,0652P,,BK,,,EASTERN PKWY (W/B) @, HOWARD AVE,0,1111,D,T,,,,BK,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
8567605090,22TP07,NY,MOT,2019-08-13T00:00:00.000,71,MCY,HONDA,T,15180,20530,64330,20190430.0,0076,76,76,341161,T108,A,0826A,,K,F,458,Baltic St,,0,408,J2,,YYYYYYY,,,GREEN,,0,,0,01A,,,,
8751404825,28669MH,NY,COM,2019-07-31T00:00:00.000,20,VAN,FRUEH,T,34630,10410,10510,88880088.0,0014,14,14,346166,T106,F,1104A,,NY,F,4,W 43rd St,,0,408,C,,YYYYYYY,,,BROWN,,2016,,0,99,,,,
8743332213,T744258C,NY,OMT,2019-07-16T00:00:00.000,21,4DSD,TOYOT,T,69020,26640,40520,20200228.0,0042,42,42,352093,T201,O,0908A,,BX,F,1133,Tinton Ave,,0,408,D1,,  Y  Y,0900A,1030A,BK,,2018,,0,F,,,,
8787207126,JAM2689,NY,PAS,2019-09-29T00:00:00.000,20,SUBN,ME/BE,T,74610,0,0,20200926.0,0046,46,46,361794,T201,O,0538A,,BX,I,S,W 180th St,180ft E/of Andrews A,0,408,D,,YYYYYYY,,,GY,,2011,,0,D,,,,
8735188790,HTN7583,NY,PAS,2019-08-21T00:00:00.000,37,SUBN,AUDI,T,15490,28990,59990,20210726.0,112,112,112,366441,T402,G,0531P,0359P,Q,O,110-21,73rd Rd,,0,408,I4,, YYYYYY,0830A,0700P,BK,,2015,,0,09,,,,
1461845944,HZR3294,NY,PAS,2019-10-07T00:00:00.000,21,SUBN,HONDA,S,29620,9520,41320,20200429.0,0048,48,0,688077,BX06,0000,0744A,,BX,F,621,E TREMONT AVENUE,,0,408,D1,,YYYYYYB,0730A,0800A,GRAY,0,2018,-,0,,,,,
8729742950,JBN5680,NY,PAS,2019-09-07T00:00:00.000,37,SUBN,MITSU,T,29620,73720,56820,20201002.0,0046,46,46,364914,T201,K,0529P,0521P,BX,O,420,E Tremont Ave,,0,408,I4,, YYYYYY,0800A,0700P,GY,,2007,,0,31,,,,
8759834031,RFN895,MS,PAS,2019-09-23T00:00:00.000,40,SUBN,DODGE,T,17130,0,0,20190088.0,0062,62,62,364837,T302,L,1014A,,K,I,W,Bay 41st St,45ft N/of Shore Pky,0,408,D1,,YYYYYYY,,,BROWN,,0,,4,W,,,,
8768114709,51174MH,NY,COM,2019-09-06T00:00:00.000,14,VAN,,T,34710,10410,10510,20191031.0,0014,14,14,350408,T106,O,0112P,,NY,O,37,W 47th St,,0,408,K1,, YYYYY,0700A,0200P,WH,,2015,,0,10,,,,
8758113927,Z61LAM,NJ,PAS,2019-08-31T00:00:00.000,38,4DSD,HYUND,T,77930,40930,18630,88880088.0,0070,70,70,363060,T302,R,0439P,,K,O,9,Snyder Ave,,0,408,I4,, YYYYYY,0800A,0700P,SILVE,,0,,0,09,,,,
5107095872,J41KGN,NJ,PAS,2019-06-29T00:00:00.000,7,4 DR,ME/BE,V,0,0,0,0E-8,,0,0,0,,,0521A,,BX,,,ALLERTON AVE (W/B) @, BARNES AVE,0,1111,D,T,,,,BLK,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
4662468310,JCN2681,NY,PAS,2019-08-13T00:00:00.000,36,4DSD,HONDA,V,0,0,0,0E-8,,0,0,0,,,0115P,,BX,,,NB BAYCHESTER AVE @,CRAWFORD AVE,0,1180,B,T,,,,GR,,1994,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8708694606,10487ML,NY,COM,2019-07-01T00:00:00.000,82,VAN,FORD,T,10210,18610,18630,20200531.0,0019,19,19,365888,T103,II,1036A,,NY,F,1442,3rd Ave,,0,408,I3,,YYYYYYY,,,YW,,2018,,0,49,,,,
4669009199,KNV3616,PA,PAS,2019-10-16T00:00:00.000,36,SW,JEEP,V,0,0,0,0E-8,,0,0,0,,,0123P,,QN,,,EB NORTHERN BLVD @ 7,7TH ST,0,1180,B,T,,,,,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8766063220,49782MC,NY,COM,2019-09-26T00:00:00.000,10,DELV,,T,17570,0,0,20201031.0,0013,13,13,369633,T102,E,0743A,,NY,I,S,E 29th St,34ft E/of 2nd Ave,0,408,B,,YYYYYYY,,,WH,,2012,,0,15,,,,
8757781953,AS914G,NJ,PAS,2019-10-03T00:00:00.000,84,DELV,HIN,T,13610,16390,21230,88880088.0,0001,1,1,357360,T105,C,0819A,,NY,F,200,Broadway,,0,408,C,,YYYYYYY,,,WHITE,,0,,0,003,,,,
5107407950,PC110019,DE,PAS,2019-07-15T00:00:00.000,7,UT,CHEVR,V,0,0,0,0E-8,,0,0,0,,,0737A,,BK,,,KINGS HWY (S/B) @ RE,MSEN AVE,0,1111,D,T,,,,,,2017,,0,,FAILURE TO STOP AT RED LIGHT,,,
8784752506,87526MK,NY,COM,2019-10-11T00:00:00.000,21,VAN,FORD,T,23140,18140,18190,20210731.0,103,103,103,364857,T402,A,0839A,,Q,O,90-15,148th St,,0,408,D1,, YYYYYY,0830A,0900A,WH,,2017,,0,14,,,,
4662172378,JCV6364,NY,PAS,2019-08-08T00:00:00.000,36,SUBN,KIA,V,0,0,0,0E-8,,0,0,0,,,0313P,,MN,,,NB BROADWAY @ W 196T,H ST,0,1180,B,T,,,,RD,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8763820092,68346MM,NY,COM,2019-10-09T00:00:00.000,20,VAN,CHEVR,T,16000,17110,17130,20210831.0,0009,9,9,363050,T101,M,0741A,,NY,F,54,Cooper Sq,,0,408,D,, YYYYYY,0700A,0700P,WH,,2019,,0,G,,,,
1462937690,96575MJ,NY,COM,2019-10-08T00:00:00.000,50,VAN,ME/BE,P,69230,27030,87330,0E-8,,0,401,959999,0401,0000,1100A,,NY,F,200,PARK AVE,,0,408,E5,,BBBBBBB,ALL,ALL,WH,0,2016,-,0,,,,,
8768150738,ADVOK8,NY,SRF,2019-07-11T00:00:00.000,38,SUBN,BMW,T,21350,30800,29940,20191203.0,0001,1,1,356512,T105,H,0413P,,NY,O,100,Gold St,,0,408,C,, YYYYYY,0800A,0700P,GY,,2015,,0,076,,,,
4668471902,JGY6858,NY,PAS,2019-10-10T00:00:00.000,36,4DSD,ACURA,V,0,0,0,0E-8,,0,0,0,,,1253P,,BK,,,SB NOSTRAND AVE @ TI,LDEN AVE,0,1180,B,T,,,,GY,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4661909770,GFS9279,NY,PAS,2019-08-08T00:00:00.000,36,SUBN,TOYOT,V,0,0,0,0E-8,,0,0,0,,,0202P,,BK,,,NB BAY PKWY @ BENSON, AVE,0,1180,B,T,,,,GY,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8746809338,BE32195,NY,TRL,2019-07-22T00:00:00.000,70,TRLR,NS/OT,T,39455,70069,27827,20181231.0,122,122,122,367984,T303,D,0245P,,R,F,8,Minna St,,0,408,J6,,YYYYYYY,,,WHITE,,0,,0,06-P,,,,
4668860116,EAE3897,NY,PAS,2019-10-15T00:00:00.000,36,SUBN,HONDA,V,0,0,0,0E-8,,0,0,0,,,1057A,,BK,,,SB EASTERN PKWY @ TR,UXTON ST,0,1180,B,T,,,,BK,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8709018104,HHL5479,NY,PAS,2019-07-23T00:00:00.000,20,SUBN,FORD,T,53790,21640,21690,20200527.0,106,106,106,369638,T402,F,0256P,,Q,F,125-15,Liberty Ave,,0,408,I4,, YYYYY,0800A,0600P,BK,,2018,,0,40,,,,
8770301967,HLA6384,NY,PAS,2019-07-24T00:00:00.000,18,SUBN,HONDA,T,10410,18930,22000,20190917.0,0023,23,23,365335,T103,D,0950A,,NY,O,1184,5th Ave,,0,408,F4,, YYYYY,0700A,1000A,GY,,2003,,0,CC1,,,,
8722531191,HSM4364,NY,PAS,2019-07-19T00:00:00.000,70,4DSD,TOYOT,T,19440,37090,27790,20190706.0,103,103,103,356353,T402,O,1151A,,Q,O,143-03,102nd Ave,,0,408,E3,,YYYYYYY,,,BK,,2018,,0,15,,,,
8734329500,KYS4667,PA,PAS,2019-07-05T00:00:00.000,21,SUBN,FORD,T,68930,64830,23330,88880088.0,0077,77,77,363998,T301,B,0856A,,K,F,1340,Pacific St,,0,408,D1,,  Y  Y,0830A,1000A,BLACK,,0,,0,10,,,,
4669618234,HUX7426,NY,PAS,2019-10-23T00:00:00.000,36,4DSD,HONDA,V,0,0,0,0E-8,,0,0,0,,,1224P,,BX,,,NB GRAND CONCOURSE @, E 201ST ST,0,1180,B,T,,,,WH,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8723692108,JCA1191,NY,PAS,2019-09-14T00:00:00.000,21,4DSD,HYUND,T,77150,28710,28740,20200730.0,0047,47,47,368507,T201,C,0809A,,BX,F,4317,White Plains Rd,,0,408,D1,, YYYYYY,0800A,0830A,BK,,2013,,0,47,,,,
4669778500,GKE1715,NY,PAS,2019-10-24T00:00:00.000,36,4DSD,TOYOT,V,0,0,0,0E-8,,0,0,0,,,0714P,,BK,,,WB ATLANTIC AVE @ CL,ERMONT AVE,0,1180,B,T,,,,GR,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8755393123,KVH2334,PA,PAS,2019-10-25T00:00:00.000,50,SUBN,HONDA,T,0,0,0,20190088.0,122,122,122,363921,T303,N,0131P,,R,I,W,Sand Ln,0ft S/of Oceanside A,0,408,J2,,YYYYYYY,,,WHITE,,0,,0,C-PM,,,,
8698319348,66917PC,NY,APP,2019-08-01T00:00:00.000,47,TRAC,KENWO,T,24890,17450,17470,20200131.0,0013,13,13,370278,T102,N,0115P,,NY,F,36,Lexington Ave,,0,408,H1,, YYYYYY,0700A,0700P,WHITE,,2007,,0,08,,,,
8726684780,Y68LRV,NJ,PAS,2019-10-21T00:00:00.000,37,SUBN,KIA,T,52220,57320,40620,88880088.0,0049,49,49,362266,T201,Q,0202P,0153P,BX,F,1033,Morris Park Ave,,20191021,408,J6,, YYYYYY,0900A,0700P,OTHER,,0,,0,08,,,,
1447031003,JCF2295,NY,PAS,2019-08-08T00:00:00.000,46,SUBN,HUMME,P,35670,13610,29140,20200726.0,0024,24,862,954181,0862,0000,1230P,,NY,O,251,WEST 95 STREET,,0,408,C4,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
8709846608,EBW5687,NY,PAS,2019-09-26T00:00:00.000,20,SUBN,NISSA,T,42490,8940,9090,20210730.0,114,114,114,362522,T803,AA,0852P,,Q,O,37-12,Ditmars Blvd,,0,408,K4,,YYYYYYY,,,WH,,2018,,0,H,,,,
8629608780,HND7937,NY,PAS,2019-10-14T00:00:00.000,20,PICK,CHEVR,T,64290,7790,7990,20210113.0,114,114,114,366478,T401,N,0112P,,Q,F,30-28,Steinway St,,0,408,J6,,YYYYYYY,,,BK,,2017,,0,52-P,,,,
8778957862,GCY2942,NY,PAS,2019-08-28T00:00:00.000,21,4DSD,HYUND,T,51860,15140,28490,20210328.0,112,112,112,361883,T402,D,0959A,,Q,O,7247,Juno St,,0,408,D1,,   Y,0930A,1100A,BL,,2011,,0,K,,,,
8709145618,56248MG,NY,COM,2019-08-27T00:00:00.000,38,VAN,FRUEH,T,10210,18670,18690,88880088.0,0019,19,19,362218,T103,II,1003A,,NY,O,1497,3rd Ave,,0,408,E2,, YYYYYY,0800A,0700P,BROWN,,2015,,0,55,,,,
4663190583,22560MB,NY,COM,2019-08-19T00:00:00.000,36,VAN,FORD,V,0,0,0,0E-8,,0,0,0,,,0431P,,QN,,,EB METROPOLITAN AVE,@ RENTAR PLAZA,0,1180,B,T,,,,WH,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8748531881,38836TR,NY,TRC,2019-09-28T00:00:00.000,46,TRAC,KENWO,T,10010,18770,18790,20191231.0,0019,19,19,362620,T103,D,0940A,,NY,F,1729,1st Ave,,0,408,F1,,YYYYYYY,,,GREEN,,2017,,0,33,,,,
4658421604,JEY5001,NY,PAS,2019-07-11T00:00:00.000,36,SUBN,HONDA,V,0,0,0,0E-8,,0,0,0,,,0930A,,BX,,,EB E 233RD ST @ KATO,NAH AVE,0,1180,B,T,,,,GY,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8547495794,T719333C,NY,OMT,2019-07-24T00:00:00.000,21,SUBN,TOYOT,T,5580,9080,9130,20191031.0,0072,72,72,361904,T302,L,0739A,,K,F,5024,5th Ave,,0,408,D1,, YYYYYY,0730A,0800A,BK,,2012,,0,P,,,,
8702650587,62154MM,NY,COM,2019-09-13T00:00:00.000,19,VAN,FORD,T,0,0,0,88880088.0,0043,43,43,367406,T201,Q,0159P,,BX,I,E,Metropolitan Ave,40ft N/of Wood Ave,0,408,C,,YYYYYYY,,,BROWN,,2019,,0,05,,,,
8760755441,JEH1891,NY,OMS,2019-08-03T00:00:00.000,21,4DSD,CHEVR,T,47520,22920,40320,20190930.0,0049,49,49,366553,T201,D,0841A,,BX,F,733,Lydig Ave,,0,408,D1,, YYYYYY,0830A,0900A,GY,,2019,,0,01,,,,
4011614452,45036MK,NY,COM,2019-07-03T00:00:00.000,5,VAN,FORD,V,0,0,0,0E-8,,0,0,0,,,0157P,,MN,,,EB W 23RD ST @ 9TH A,VE,0,1111,C,T,,,,WH,,2017,,0,,BUS LANE VIOLATION,,,
4660116475,JFH9995,NY,PAS,2019-07-25T00:00:00.000,36,SUBN,HONDA,V,0,0,0,0E-8,,0,0,0,,,1254P,,QN,,,EB UNION TPKE @ KENT, ST,0,1180,B,T,,,,GY,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8758072469,FGY5962,NY,PAS,2019-09-13T00:00:00.000,21,SUBN,NISSA,T,0,0,0,20210129.0,0048,48,48,368611,T201,B,1004A,,BX,I,E,Bassford Ave,40ft S/of 3rd Ave,0,408,D,,  Y  Y,0930A,1100A,GY,,2016,,0,06,,,,
8780405940,652AUZ,NY,ORG,2019-09-06T00:00:00.000,21,4DSD,TOYOT,T,5880,8830,8880,20200901.0,0072,72,72,347615,T302,M,0815A,,K,O,4516,8th Ave,,0,408,D1,, YYYYYY,0800A,0830A,BK,,2006,,0,J,,,,
4658234713,DWR2591,NY,PAS,2019-07-12T00:00:00.000,36,SUBN,DODGE,V,0,0,0,0E-8,,0,0,0,,,1114A,,QN,,,EB NORTHERN BLVD @ A,LAMEDA AVE,0,1180,B,T,,,,BK,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8663192666,HHL1408,NY,PAS,2019-07-26T00:00:00.000,14,4DSD,ACURA,T,37290,8390,8540,20200611.0,114,114,114,354004,T401,N,0238P,,Q,F,33-16,Broadway,,0,408,F1,,YYYYYYY,0800A,1000P,WH,,2018,,0,26-A,,,,
8721232908,T20ETE,NJ,PAS,2019-08-19T00:00:00.000,14,VAN,FORD,T,10110,17990,18010,88880088.0,0017,17,17,367860,MTTF,E,0227P,,NY,F,953,2nd Ave,,0,408,J2,, YYYYY,0200P,0700P,BLACK,,0,,0,01,,,,
5107211574,GSW2753,PA,PAS,2019-06-24T00:00:00.000,7,SDN,TOYOT,V,0,0,0,0E-8,,0,0,0,,,1054P,,BK,,,REMSEN AVE (N/B) @ W,INTHROP ST,0,1111,D,T,,,,,,2020,,0,,FAILURE TO STOP AT RED LIGHT,,,
4666937742,GBU7107,NY,PAS,2019-09-23T00:00:00.000,36,SUBN,ACURA,V,0,0,0,0E-8,,0,0,0,,,0213P,,QN,,,WB QUEENS BLVD @ 62N,D DR,0,1180,B,T,,,,WH,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4664251695,GHN5512,NY,PAS,2019-08-27T00:00:00.000,36,2DSD,BMW,V,0,0,0,0E-8,,0,0,0,,,0816P,,BX,,,EB E GUN HILL RD @ B,ARNES AVE,0,1180,B,T,,,,WH,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8774505634,JKD7792,NY,PAS,2019-09-06T00:00:00.000,71,4DSD,VOLVO,T,35230,14230,73500,20210716.0,0070,70,70,363919,T302,Q,1219P,,K,F,1330,E 10th St,,0,408,D1,,YYYYYYY,,,BL,,2019,,0,05,,,,
4664926406,GDN1496,NY,PAS,2019-09-03T00:00:00.000,36,4DSD,ME/BE,V,0,0,0,0E-8,,0,0,0,,,0619P,,BK,,,SB 65TH ST @ W 2ND S,T,0,1180,B,T,,,,GY,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8747825327,JBA6242,NY,PAS,2019-07-10T00:00:00.000,48,SUBN,KIA,T,5580,6830,6930,20200903.0,0078,78,78,362237,T302,N,0349P,,K,O,633,5th Ave,,0,408,E9,,YYYYYYY,,,BL,,2010,,0,CC1,,,,
8727888666,HKV8920,NY,PAS,2019-08-07T00:00:00.000,38,4DSD,ME/BE,T,44790,8590,57790,20200925.0,109,109,109,367422,T401,G,0225P,,Q,F,35-16,Farrington St,,0,408,I3,, YYYYYY,0900A,0700P,BK,,2016,,0,01-A,,,,
4659598147,HYN6786,NY,PAS,2019-07-18T00:00:00.000,36,4DSD,CHEVR,V,0,0,0,0E-8,,0,0,0,,,0852A,,BK,,,SB BOERUM PL @ SCHER,MERHORN ST,0,1180,B,T,,,,BL,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8540246314,JHJ2036,NY,PAS,2019-09-28T00:00:00.000,31,SUBN,ROVER,T,21690,32590,44890,20210416.0,0001,1,1,370243,T105,E,0507P,,NY,F,38,Grand St,,0,408,J2,, YYYYYY,0900A,0700P,GY,,2019,,0,048,,,,
4661741833,KCW0507,PA,PAS,2019-08-07T00:00:00.000,36,SDN,ACURA,V,0,0,0,0E-8,,0,0,0,,,1145A,,MN,,,NB 3RD AVE @ E 112TH, ST,0,1180,B,T,,,,,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8703998630,22241MM,NY,COM,2019-08-23T00:00:00.000,46,REFG,HIN,T,17130,12110,12210,20200731.0,0009,9,9,361083,T105,N,0242P,,NY,F,132,E 7th St,,0,408,F1,,YYYYYYY,,,WH,,2016,,0,Y,,,,
8735916813,V64JYU,NJ,PAS,2019-10-11T00:00:00.000,19,SUBN,SUBAR,T,31530,27030,87330,88880088.0,0088,88,88,366448,T301,Y,0625P,,K,F,241,Dekalb Ave,,0,408,E2,,YYYYYYY,,,WHITE,,0,,0,11,,,,
8736526204,92638MH,NY,COM,2019-09-20T00:00:00.000,47,VAN,ISUZU,T,27790,18150,18170,20191231.0,0018,18,18,354205,T106,E,1217P,,NY,F,485,Park Ave,,0,408,H1,, YYYYYY,0700A,0700P,WH,,2016,,0,27,,,,
8769102983,HVV7685,NY,PAS,2019-07-17T00:00:00.000,21,SUBN,TOYOT,T,55690,15590,15690,20191231.0,112,112,112,355205,T402,M,0902A,,Q,F,108-18,Metropolitan Ave,,0,408,D1,,   Y,0830A,1000A,WH,,2018,,0,M,,,,
8750663458,83529MH,NY,COM,2019-07-13T00:00:00.000,38,DELV,FRUEH,T,10210,0,0,88880088.0,0019,19,19,368607,T103,S,1030A,,NY,I,W,3rd Ave,10ft N/of E 68th St,0,408,I4,, YYYYYY,0800A,0700P,BROWN,,2016,,0,03,,,,
8514797256,FDV5582,NY,PAS,2019-07-28T00:00:00.000,46,SUBN,JAGUA,T,32595,15410,29690,20200902.0,0026,26,26,356191,T103,X,1200P,,NY,F,69,Tiemann Pl,,0,408,C,,YYYYYYY,,,SILVE,,2017,,0,20,,,,
8702793295,GG463F,NY,PAS,2019-08-16T00:00:00.000,21,VAN,FORD,T,25330,69030,94130,20200930.0,0083,83,83,347663,T301,M,0809A,,K,F,399,Central Ave,,0,408,D1,,  Y  Y,0800A,0930A,WH,,2002,,0,K,,,,
1458589882,ARA4259,NY,PAS,2019-09-26T00:00:00.000,21,SDN,TOYOT,P,5780,5230,5380,20210701.0,0078,78,110,362227,T110,0000,0743A,,K,F,210,7TH AVE,,0,408,D1,,YYYYYYB,0730A,0800A,BK,0,2015,-,0,,,,,
8754221780,JEC6523,NY,PAS,2019-08-21T00:00:00.000,72,SUBN,GMC,T,16740,0,0,20201113.0,110,110,110,364024,T401,E,1139A,,Q,I,W,81st St,45ft N/of 45th Ave,0,408,J3,,YYYYYYY,,,BL,,2004,,0,45,,,,
8528631941,JJZ7404,NY,PAS,2019-10-12T00:00:00.000,19,SUBN,INFIN,T,10020,27990,28020,20210717.0,0052,52,52,362253,T201,R,0637A,,BX,O,3591,Bainbridge Ave,,0,408,C,,YYYYYYY,,,BK,,2004,,0,H,,,,
8761906281,W77LKW,NJ,PAS,2019-07-30T00:00:00.000,40,4DSD,TOYOT,T,10630,6980,7080,88880088.0,0062,62,62,362551,T302,L,0955A,,K,F,1939,81st St,,0,408,D1,,YYYYYYY,,,WHITE,,0,,0,B2,,,,
4662824126,JGT8729,NY,PAS,2019-08-15T00:00:00.000,36,SUBN,NISSA,V,0,0,0,0E-8,,0,0,0,,,0636P,,ST,,,SB MANOR RD @ BRIELL,E AVE,0,1180,B,T,,,,DKGY,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1457100617,GKP8590,NY,PAS,2019-09-19T00:00:00.000,98,SUBN,FORD,P,18790,22140,11770,20191028.0,102,102,102,962258,0102,0000,0541P,,Q,F,134-20,95 AVE,,0,408,F2,,BBBBBBB,ALL,ALL,WHITE,0,2013,-,0,,,,,
4659027776,JGX6182,NY,PAS,2019-07-18T00:00:00.000,36,SUBN,HONDA,V,0,19895,0,0E-8,,0,0,0,,,0622A,,QN,,,WB SEAGIRT BLVD @ CR,EST RD,0,1180,B,T,,,,BL,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
